,내용
181,부분적으로 동의한다 자본가는 손해를 감수하고 일대전환 같은 걸 이뤄서 다 같이 살아남기보다는 기후격변과 환경오염으로 천천히 멸망해 가는 세계에서 남들을 희생시켜 가며 버티다가 마지막으로 죽는 쪽을 선택할 것이다
182,아씨 손에 물 묻히기 싫어서 물티슈 하나 뜯어가지고 닦앗는데 설거지해야됨 환경오염두배
183,자격증 유기농관리사 최근 환경오염과 함께 유기농업의 중요성 알게됨 유망자격증 이젠 귀농의 필수 자격증
184,이건 뭐 환경오염수준 쓰레기 큐브
185,천미터급 세계적 고봉들이 즐비한 히말라야 산맥들과 연결되어 있는 티벳고원 거기에서 중국 동쪽의 해안가까지는 완만한 지대가 아니라 거의 폭포같이 급격한 경사를 가짐 치수는 언제나 문제이고 공업지대는
186,태백시 환경오염물질배출사업장 지도 점검 결과 공개
187,코로나로 인간 존나 죽으면 환경오염 멈춰져서 지구온난화와 해수면 상승을 저지할 수 있는 거 아님 아닌거 아니까 말걸지마
188,환경오염 얘기를 하다가 노하신 게 아닐까요
189,닭은 맛잇고 가장 환경오염이 덜한 고기랬어
190,우리가 스타벅스 종이 빨대 쓰는 것보다 비트코인 채굴로 인해 환경오염이 더 심해질 거 같음
191,앞이나 공공장소라던가 허락 받지 못하는 곳에서 피워서 그렇다구요 흡연은 나쁘다는 생각을 하지만 음주를 하는 시점에서 흡연을 극단적으로 반대하지 않지만 물론 흡연실 간다면 그럼 둘러보
192,사단 낸 아들에 그 아비 장단맞추느라 궁가득한 지전들 보며 문득 환경오염 걱정하는 사람
193,그럼 자연이랑 하나되는 이걸 하자니 뭐라 정의해야 할지도 모르겠다 심각한 환경오염 파괴 지구온난화 이런걸 생각하면 맞긴 맞는데 이건 본론을 너무 벗어나는 느낌
194,스급월드는 좋겠다 무료 쓰레기 처리장도 있고 친환경 대체에너지도 있고ㅠ 재벌공이 폼 잡으면서 미친 소비를 해도 아이 저쉑 또 환경오염 시켰어 같은 생각이 안 드는 유니버스
195,블링컨국무장관님 제임호멜대사별사 삼가고인의명복을빕니다 블링컨국무장관님 각국정상들 채널소통대화당부드립니다 블링컨국무장관님 각국정상들 기후에너지 환경오염 남극얼음 녹고
196,첫번째는 기아문제를 다룬 책인 것 같아요 아직 안 읽고 집에 있어서ㅋㅋㅋ 두번째는 환경오염 기후 위기를 다룬 책이에요 문제적남자에 나오시는 타일러님이 쓰신 책인데 니름 재밌더라고요
197,하도 분리수거 못하니까 정다가 형이 이거랑 이거 구분 잘해서 버리면 환경오염을 줄일 수 있고 어쩌고 지구를 구하는거에요 라고 설명했는데 김션 귀에는 형은 지구를 지키는 영웅 으로 들리고
198,자전거 그림 작문의 모범답안은 어릴때 자전거를 좋아해 선물어쩌고 공원에 자전거를 타러가서 어쩌고 환경오염으로 자전거를 타기를 어쩌고 아주 바람직한데 내가 지은 작문은 주말에 날씨좋아서 룰루
199,환경보호 다큐 봐도 육식할 것 같은 사람들이 물론 난 그 사람들이 비건인지 아닌지 모름 환경을 보호합시다 이러는 것 같아서 답답함 내가 걍 꼬인거지 ㄱ 지구온난화와 환경오염의 주범은 인간의 육식
200,승석이 듀엣을 해야하는 이유 세계평화 환경오염 문제 해결 사람 생명 여럿 살릴 수 있음 승석 떡밥 굶주림 해결
201,차라리 아보카도도 환경오염 노동착취 드립치는 애들이 참신한 편이다
202,이름은 넬 원래 수룡이었다가 환경오염 수질오염 땜에 신체구조가 점차 변형되어가고 있다는 설정
203,저는진짜배드엔딩하면과몰입해버려서심장이무너지고울면서아파트뽑아다눈물닦는데쓰고그러다환경오염으로세계가멸망하고지구가멸망하고우주까지멸망하고
204,오 러쉬 배스밤 쓸 때 마다 반짝이 이새끼 이거 수질오염 이새끼 이랬는데 찾아보니까 천연 운모 랑 거의 유사하면서 환경오염을 하지 않는 합성 운모 를 사용하고 있다고 함
205,다꾸러도 이해불 걍 환경오염
206,순추 화염 장난 아닌데 저거 괜찮은거냐 급 환경오염 될것 같고 그런 기분인데
207,배달음식만 안 시켜먹어도 환경오염 줄일 수 있을 것 같음 진심 회사에서 점심 간식 시켜먹고 나온 쓰레기 보고 충격받음
208,영상매체 소비가 환경오염에 영향준다는걸 처음알았다
209,엔터사들이 마케팅 방식으로 인한 환경오염에 책임의식을 가지고 시스템 좀 바꿨으면 좋겠음 팬싸 응모권을 앨범 수로 치환해 장 장씩 사야 당첨될 수 있는 시스템으로 버려지는 들 뿐만 아니라 랜덤 포카
210,엘바 착한줄 알앗는데 환경오염의 주범이엇네요
211,플라스틱이나 합성섬유가 개발되지 않았다면 일상 물품을 만드는데 농산물이나 천연물질에 의존해야만 하기 때문에 수요에 비해 공급이 많이 달렸을 것이고 가격도 비쌌을 것 다만 환경오염을 줄이고 지속가능한 발전이 가능하도록 화학업계의 노력이 필요
212,날씨가 미친 것 같다는 생각이 자주 들더라 모두가 브이인자에 감염되면 환경오염을 조금 더 막을 수 있지 않을까 싶고 분리수거 열심히 하고 에어컨 조금만 틀어야지
213,우린 태초의 인류로 돌아갈 필요가 있습니다 최근 환경오염이 극심해 우리는 다시 태초로 돌아가 새로운 삶을 살 필요가 있어요 히양님도 이 캠페인에 동참하실래요
214,학교에서 필독도서로 이 책을 읽게 하면 환경오염이 줄어들텐데 씨발 환경보호캠페인 선정 필독도서임 어떻게 이런 책이 나올 수가 있지
215,어제 새만금방조제에 다녀왔다 정확히는 고군산군도 아직 개발중이고 섬들을 연결 세계최장길이 방조제를 만들었으니 이제 엄청난 내부 토지개발이 남아있는데 유사이래 최대규모일듯 아직 환경오염등 여러 이슈가 남
216,나중에 쇼미더헤뒥 목걸이 토미가 힙합 버전 부르니까 욕하다가 그래 너 이 합격 하면서 던짐ㅋㅋㅋ 아 힙합 가사가 북극곰이 죽어가요 지구가 죽어가요 환경오염 부셔 찢어 이런 거였는데ㅋㅋㅋ
217,환경오염의 징후를 바로 우리 눈앞에서 마주하게 된 시기에 많은 분들과 함께 고민하고 싶어 타래로 잇습니다 오프라인 행사나 텀블벅 온라인 판매 시 일러스트 굿즈와 책을 포장할 때 비닐을 대체할 수 있는 친환경 포장
218,인간도 엄연한 자연의 일부인건 사실이지만 그러지 않을 수 있었는데 그렇게 되었다 는 점에서 환경오염은 당연하지 않아요 근데 뭐 이건 살다보면 나오는 쓰레기가 있을 수 밖에 없고 이제 줄여가자고 노력하
219,난 사실 지구 파괴한 장본인이 지구인일줄알았다 뭐 이상한 원자폭탄개발하다 터져서 망했거나 환경오염으로 행성이불탔거나
220,난폭한 청상아리까지 동해안에 상어가 몰려온다 뉴스데스크 출처 청상아리 상어 동해안 환경오염 수온상승 기후이상
221,빨대 알류미늄인가 샀는데 작년에 샀나 근데 까먹고 매일 플라스틱 빨대 씀 걍 배로 환경오염 시켰죠 이거 몇 번 써야 이득인걸까
222,물론 내가 살면서 환경오염에 기여한 부분이 있겠지 아주 많겠지 지금도 고기 먹고 이런저런 거 사고 하니까 근데 난 정말 옷도 한 벌 사면 정말 오래 입고 많이 사지도 않아 성인인데 초딩 때 산
223,광주시 어린이 놀이시설 등 환경오염도 진단
224,비료 품질관리 강화 불량비료 사용으로 인한 농가피해 와 환경오염 을 막기 위해 비료 품질관리 를 강화하고 비료에 대한 허위 과대광고 를 할 경우 년 이하 징역 또는 천만 원 이하 벌금 에
225,코팅종이쓰는건 환경오염 아니냐 빽빽 ㅇㅈㄹ 났는데 코팅종이는 재활용이 된다고요 이 사람들아 듣고 있냐 재활용 된다고 우유팩도 코팅되어있는데
226,담배마다 히팅스틱이 들어있다네용 환경오염 아닝가 ㄱ
227,전염병과 환경오염과 온난화 이정도면 종말이죠
228,효과보다는 그냥 파란물이 예뻐서 변기통에 약 넣는 세정제를 좋아하는데 환경오염을 가중시킨단 생각에 자중하다가 오랜만에 샀더니 파란 변기물 넘 좋음
229,안녕하세요 빵탄소년단입니다 환경을 보호하고자 마음을 모아 활동을 시작하였습니다 저희와 함께 탄소중립에 대해 알아가고탄소중립 실천을 통해우리의 지구 를 지켜가요 대외활동맞팔 탄소중립 탄소발자국 대학생 대학생공스타그램 대외활동 대외활동계정 대학생대외활동 대외활동스타그램 대외활동추천 대외활동맞팔환영 환경 환경보호 환경부 환경오염 환경오염 환경운동 환경교육 환경보호실천 환경과생활 환경보호캠페인대외활동맞팔 탄소중립 탄소발자국 대학생 대학생공스타그램 대외활동 대외활동계정 대학생대외활동 대외활동스타그램 대외활동추천 대외활동맞팔환영 환경 환경보호 환경부 환경오염 환경오염 환경운동 환경교육 환경보호실천 환경과생활 환경보호캠페인
230,그동안 기영상회 봉그깅마시깅은 맥파이 에서 후원을 해주고 계셨는데 참여자분들 중 술을 드시지 않는 분들께 다른 선택지가 많지 않아 고민이 있던 와중에 지속가능발전 리더쉽프로그램 에서 후원이 들어와 작게나마 무알콜 맥주 또는 음료를 드릴 수 있게 되었어요 감사합니다 봉그깅마시깅 연계상점 협재 기영상회 옹포 앤드유카페 신창 모몽더티하우스 삼양 카페 미쿠니 표선 카페 도바나 사계 카페 루핀 성산 카페 오른 신양 섭지코지 카페 만감교차 보목 카페 오르바총 곳에서 참여가능 합니다
231,월 일 지구의 날 모두 함께 지구를 지켜주자구 오늘은 환경오염 문제의 심각성을 알리고지구를 보호하기 위해 제정된지구 환경보호의 날입니다 환경을 위해 여러분은 어떤 행동을실천하고 있는지 댓글로 공유해주세요 추첨을 통해 시원한 커피를 쏩니다 빵야 이벤트 기간 월 일 목 월 일 목 이벤트 참여 방법환경을 위한 여러분의 꿀팁을 댓글로 공유해주세요 투명패트병은 유색패트병과 분리수거 하고 있어요 게시글 좋아요 공유 친구 태그하는 센스 당첨자 발표 월 일 금 경품 커피 모바일 쿠폰 총 명 오늘 오후 시부터 분 동안 진행되는소등행사에도 많은 참여부탁드립니다 이벤트 유의사항 강원도 페이스북 인스타그램에서 참여 가능한 이벤트입니다 당첨 중복 시 인으로 경품이 제공됩니다 강원도 지구의날 환경보호 지구 보호 환경오염 에코강원도 지구의날 환경보호 지구 보호 환경오염 에코
232,햇님 저 왔어요 환경의 날을 맞아 행동하는 바를거리 톤 의 플로깅 패키지를 들고 한강으로 나섰다 만보를 목표로 한강 쓰레기를 주어 담을 계획이었다 네이버가 알려준 햇님 출근 시간은 시 분 긴걸음에 지칠까 걱정하셨을까 내리쬐는 볕대신 양산을 씌우듯 하늘이 그늘막이 되어 선선했다 그동안 오염으로 몸살 앓던 지구도 오늘 쉬어가는 날이 되길 감사하는삶 일출샤워감사하는삶 일출샤워
233,스브스뉴스 돌고래 종양 있는 돌고래 가 제주도에 나타났다는 의미 스브스뉴스 이 콘텐츠의 고화질 풀영상을 보고싶다면 스브스뉴스 프로필의 유튜브 링크를 클릭하세요 제주도 제주남방큰돌고래 고래 제주 해변 환경 동물 핫핑크돌핀스 환경오염 해양 멸종위기 기후변화 제주도돌고래스브스뉴스 돌고래 제주도 제주남방큰돌고래 고래 제주 해변 환경 동물 핫핑크돌핀스 환경오염 해양 멸종위기 기후변화 제주도돌고래
234,이 두책은 아이든 어른이든 한번쯤 꼭 읽어 보았음 좋겠다읽고 느끼고 아주 작은거 하나라도 지구를 위해서 실천하기를 바래본다 반성하고 작은것부터 실천하자 카페가서 일회용잔에 음료 안먹기 하루에 비닐봉지 하나씩 덜 사용하기 장바구니 들고 다니기 배달음식 줄이기 에어컨 적게 틀기 물티슈적게쓰기 쓰레기 덜만들기 나무심기 환경을 파괴하는 기업 거부하기 환경문제와 정책에 관심갖기 두번째지구는없다 타일러라쉬 알에이치코리아 내일은못먹을지도몰라 시어도어 듀머스 롤러코스터 환경 지구온난화 기후변화 기후위기 환경오염 먹거리 환경보호 제로웨이스트 지구야미안해 책추천 독서 북스타그램 책을읽읍시다두번째지구는없다 타일러라쉬 알에이치코리아 내일은못먹을지도몰라 시어도어 듀머스 롤러코스터 환경 지구온난화 기후변화 기후위기 환경오염 먹거리 환경보호 제로웨이스트 지구야미안해 책추천 독서 북스타그램 책을읽읍시다
