내용,label
 칠곡 미군기지 인근 .곳 땅속 토양 채취 고엽제로 인한 환경오염에 대해 불안이 확산되고 있는 가운데 한.미 공동조사단은 .일 경북 칠곡군 왜관읍 미군기지 캠프 캐럴 주변지역에서 토양시료 채취를 시작했다,-1
 한국 측 조사단은 지난 .일과 .일 이틀에 걸쳐 기지 주변 .곳의 지하수 관정에서 시료를 채취한 데 이어 이날부터 토양과 하천수 시료 채취에 나섰다,0
 미군 측은 .명이 나와 우리 측의 시료채취 과정을 참관했다,0
가족도 환경오염이라 그랬는데 감동이에요,0
느아아아아아아 뇌에든것도없는씨발롬들아너희야말로지구오염이다환경파괴주범들아전부군대다녀오고하나둘씩기력을잃으면서샤워하다가비누밟고뇌진탕으로뒤졌으면좋겠어죽어서화장하는것도환경오염이니까전부땅속에생매장해서물티슈마르듯이서서히죽어갔으면좋겠어너희는존재자체가악이야,-1
지구는 미래 기준으로 먼 과거에 지속되는 환경오염으로 인해 버려져 지구에서 멀리있는 행성인 코드 로 이주하였고 저희는 이곳을 코드육사라 부릅니다 정리하자면 현재 이 지구는 버려,0
환경오염이 걱정이면 불필요한 낭비는 환경을 오염시킨다 에 핀트를 맞추고 왜 남자가 여자 속옷을 파냐 라고 뭐라 하고싶으면 그냥 그런거지뭐 무작정 욕하기엔 사람은 살아있는 자체가 환경오염임 내가 보는,0
근데 화장 다시 하고싶을때도 있는데 화장품 너무 비싸 ㅋㅋㅋㅋ 그래서 진짜 안하게 됨 ㅋㅋㅋㅋ 화장하면 지우는데도 환경오염이잖아 그래서 더더욱 안하게됨,-1
용암에 사람이 들어가면 태우거나 매립하는 것보다 환경오염이 안되지 않을까 걍 사라지지 않음 용암은 몇명까지 커버 가능할까,0
진짜 그냥 뭐 복권같은걸로 하면 안되나 우리 너무 환경오염 주범 아니냐구,-1
승차호출 기술 발달로 아끼게 된 에너지나 감소된 환경오염도 상당하지 않을까 아니면 걍 콜은 콜대로 키고 옛날과 다를바앚ㅅ이 정처없이 돌아다니는건가,0
공용킥보드 진짜 웃기지 말라 그래 요즘 길 가면 사방이 다 킥보드밭이야 진짜 징글징글해 타고다니는 놈들은 뭐 헬멧 착용하고 이러는 것도 아니고 인도에서도 부와앙 이지랄하는데 이거 규제 안하냐고 그리고 나중에,-1
도쿄 올림픽에서 일본의 탄소감축을 위한 노력은 효과가 있었을까요 그 결과를 알고 싶다면 구독과 좋아요 부탁드려요 탄소배출 도쿄올림픽 도쿄올림픽 올림픽 환경 환경오염,0
이 트윗은 절대 구제 공포조장아닙니다 당장 저는 오늘만해도 구제옷 세벌 샀습니다 오염이 너무 심하지 않는이상 절 대 이상한귯에서 떼온 옷이 아닙니다 ㅎㅎ 환경오염방지에 힘써주세요 구제는 정말 오랫동안 입을수있는 옷입니다,1
구제옷만 년째 사고있는 여성의팁 환경오염때문에 싸레기가 넘쳐나는지금 구제옷사는건 진짜 잘하는겁니다,1
아니 와타나가시 축제 이거 너무 환경오염적이에요 배경이 년이긴한대,0
하 나중에 죽게되면 꼭 바다에 뿌려지고싶었는데 그럼 환경오염이라매 편히 죽지도못하는,-1
약간 미디어 환경오염 숫자로 보게된 것 같다,-1
갈매기 똥으로 뒤덮인 태양광 환경오염의 원인이 된 태양광 정권교체가 없으면 국민혈세는 더욱 심하게 낭비될 것이다,0
귿데 포카뒤에 멘트 맘에들면 양도받으러다닐거같애 환경오염에한발짝,-1
공용킥보드 진짜 웃기지 말라 그래 요즘 길 가면 사방이 다 킥보드밭이야 진짜 징글징글해 타고다니는 놈들은 뭐 헬멧 착용하고 이러는 것도 아니고 인도에서도 부와앙 이지랄하는데 이거 규제 안하냐고 그,-1
양황 아이돌황의 혼모노오타쿠 양짱인 고삼때 황네 그룹 길바닥직캠 하나 보고 꽂혀서 덕질 시작함 황연진 포카는 모조리 매입하고 부산 사는데 앨범 백장씩 사서 팬싸도 꼬박꼬박감 중박도 칠랑말랑인 그룹 뭣하러 백장씩이,0
슬퍼하지마환경오염을막는것부니야,0
하 엄마가 엊그제 앨범 버리면서 쓸데없이 앨범 여러개 사지말라고 환경오염이라고 머라햇는데 ㅡㅡ,-1
천미터급 세계적 고봉들이 즐비한 히말라야 산맥들과 연결되어 있는 티벳고원 거기에서 중국 동쪽의 해안가까지는 완만한 지대가 아니라 거의 폭포같이 급격한 경사를 가짐 치수는 언제나 문제이고 공업지대는 해안가에 몰,0
역병도 환경오염도 세계 몇 개국의 책임인데 지구 나눠 쓴 죄로 너무 가혹하다 동네 인도인 얘기를 들었는데 대 친구들 중 절반이 죽었다고 친인척은 말할 것도 없고,-1
에 가려져서 상대적으로 덜 부각되지만 고폭탄류도 제조공정 과정에서 주변 환경오염이 심각한 것들 맨 피부에 흡수되면 두통 나는건 약과고,-1
이제 이제 뭐가 등장했는지도 모름 걸어다니는 환경오염폭탄 머리 잘려도 안죽는 좀비 개의 심장이 있는 정체불명의 괴수,-1
머리도 씨발 빨리 숱쳐야지 많기는 ㅅㅂ 진짜 무식하게 많아서 엉키고 머리감는것도 촛나 그냥 환경오염의 대가임,-1
장 다 보면 읍내에 딱 하나 있는 카페 들어가서 아아 샷 추가 테이크아웃하는데 집에서 챙겨온 락앤락 쉐이커 보틀 모두가 아는 그 파란 뚜껑 에다가 함 요즘 환경오염이 심하대 일회용품 안 쓴다고 장 볼 때도 핸드카트 덜덜 끌고 옴 ㅋㅋㅋㅋ 친환경 도깨비,1
환경오염 걱정하는 에코충인데 애 까는거 노이해 그 플라스틱이랑 물 아껴봤지 님이 낳은 애가 더 유해한데요,0
환경오염 주범 크래커 ㅅㅂ 포카 좀 작작내라,-1
아니 신기루처럼 보이는 가상재화로 수익이 나는데 매출이 조 년에 따박따박 조 땅파고 자원 전쟁하고 공업폐기물이네 환경오염이네 고민하지 않아도 년에 따박따박 조 잘만 키우면 이보다 괜찮은 산업이 있나,0
뭔 트위터 비건 트위터 에코페미니즘 어쩌고 트위터 퀴어페미 이런 계정들 남초커뮤 가서 남자 패는 꼴 본 적이 없음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 여혐도 퀴혐도 환경오염도 남자가 더 심한데 ㅋㅋ 당연함 남자보다 무조건 자주적이고,0
여성주의자 중에서도 건강 챙기면서 비건식 권유하고 공유하는 분들 많음 난 그런 분들은 좋아 여성을 외면하는 게 아니잖음 ㅋㅋ 근데 트위터에서 랟펨이랑 키배면서 성노동론 지지 쳐하는 여혐충들은 진짜 ㅋㅋㅋ 글고,0
귀찮아서 옷 안사는게 아니라 환경오염 막을려고 옷 안산다고 말하기,1
어린아이들한테 너무 각박한거랑 인종차별 글고 환경오염,0
듣지도않을씨디 자꾸 생산해내는거 그거 환경파괴야 그런쓰레기들 만들어내느라 탄소가 얼마나 배출ㄹ되겠어 난 진심으로 저기에드는 자본이아깝고 환경오염걱정됨,-1
동물만 안죽인거지 환경오염이라 허위광고 아닌가요 제가 아는 비건레더는 선인장 이런거여서요,0
산불로 인해 생긴 스모그가 공기를 덮어 외부활동을 줄이라고 한다 환경오염으로 인해 더이상 실내활동 밖에 할 수 없는 배경의 소설들이 연상되는데 그게 내 목숨 반경 안의 미래일 줄이야 이런 식이,-1
그러나 여성은 인구의 절반이나 되므로 소수가 아니고 사회적 생산과 노동 과정에서도 소수가 아니므로 완고하고 심한 편견쟁이들의 비하 대상일 수는 있어도 혐오의 대상이 될 수는,0
비닐같은 일회용 소재는 안쓰는게 제일이지만 차선택으로 바이오매스 플라스틱 추천드립니다 말그대로 옥수수전분이나 곡류껍질같은 식물성소재로 만든 플라스틱인데요 제조공정부터 탄소배출이 적고 불에 태워도 환경오염,1
요즘 플라스틱이 환경오염의 주범이 되서 다들 내열유리나 도자기류로 많이 바꾸시던데 나도 그랬음 하지만 내열유리랑 도자기는 한국에서 일반쓰레기 폐기물인데다 단일소재가 아니라서 재활용이 많이 힘들고 플라스틱보,0
기후변화와 환경오염에 따른 전세계적인 어획량 감소로 인해 기존의 생활방식을 고수하기 힘들게 된 인스머스의 젊은이들이 침체되어가는 마을을 부흥시키고자 아이돌을 시작하는 이야기,0
너냅킨한장이얼마나환경오염이되는줄알아 그냅킨한장에얼마나많은수고와나무가희생했는지아냐고너냅킨만들어봤어 니가뭘알아,-1
아 시팔 우리집 화장실 방음 너무한다 방금 윗집이 방구 뀌고 오늘도 시원하게 환경오염 하는 소리까지 다들림 미치겠네,-1
환경오염방ㄷ관죄로 싱고함니다,0
환경오염 생각안하나,0
목욕은 레전드 물낭비 환경오염이다,-1
여기도 엘비노네 클나따 환경오염이 문제여써요 흰닥발을 우짠디야,0
환경오염 시발 사람들한테 지랄하지말고 기업에 좀 지랄해 이번에 어디 김이였지 플라스틱 줄여서 판매한거 개잘한거 같음 그렇게 기업이 바뀌어야지 소비자들이 시발 플라스틱 행구고 말려서 분류한다고 살림살이 좀,1
미국에서 콜라에 멘토스만 그만 쳐 넣어도 환경오염 줄어들듯,-1
그러나 여성은 인구의 절반이나 되므로 소수가 아니고 사회적 생산과 노동 과정에서도 소수가 아니므로 완고하고 심한 편견쟁이들의 비하 대상일 수는 있어도 혐오의,0
부안군은 아름다운 채석강의 쓰레기관리를 헤주시길 부탁합니다 친환경미래 기후로 끙끙 코로나도 어쩌면 환경오염 기후변화와도 무관하지않을텐데 이 같은 문화 웬말입니까 부끄러운관리 부끄시민의식입니,-1
이미 환경오염 할 생각에 뇌에 힘주는걸 포기한자,0
마자 돌앨범 씨디도 안듣는데 환경오염 오져 진심,-1
사실 말이 대게 많아가지고 환경오염이라 불법이라는 말도 있으니가 걍 불법이라더라 하고 막아보자,0
문명 군도맵으로 했더니 환경오염 때문에 날이 갈수록 땅이 침몰해서 결국 우주로 도망침ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
빡대가리들 존나 싫다 공동체의식이라곤 없고 지 기분만 중요한 개똘추들 공기 아까워 살아있는거 자체가 환경오염이니까 멸종했으면 좋겠어,0
이제 나는 눈물도 안난다 아니 정확히 말하면 혼자있을때만 운다 나같은 인간 살아봤자 환경오염이나 더 시키고 메탄가스나 배출하지,0
꾸미기위해 옷을 새로사서 입으면 멀쩡했던 옷을 버리는게 환경오염이 되는데 안그랬으면 좋겠다,0
비트 환경오염 주범,-1
되게 빛님 마음에 안들고 나왔어 환경오염 오히려 좋아 스팀펑크 진짜 미쳤다구 자세나 그림은 이쁜데 색감 되게 구려 눈 색도 괜히 스킨에 맞춘 거 같아,0
모두가 타츠마키 씨 같을 순 없으니까요 그러니 우리들 모두 환경오염이 일어나지 않도록 서로 노력을 해야만 해요,1
인간에 의한 환경오염 말하는거지 그렇게 말하면 할말이 없지만 적어도 난 자동차는 타고 다니지 않는걸,0
잘 모르겟음 나는 뭐 헤어스타일을 꼭 어떻게 해야한다고 하면 김연담처럼 하고싶은데 근데 나 염색은 웬만하면 안하기로 마음먹었음 환경오염 오진다며,1
부분적으로 동의한다 자본가는 손해를 감수하고 일대전환 같은 걸 이뤄서 다 같이 살아남기보다는 기후격변과 환경오염으로 천천히 멸망해 가는 세계에서 남들을 희생시켜 가며 버티다가 마지막으로 죽는 쪽을 선택할 것이다,0
아씨 손에 물 묻히기 싫어서 물티슈 하나 뜯어가지고 닦앗는데 설거지해야됨 환경오염두배,-1
자격증 유기농관리사 최근 환경오염과 함께 유기농업의 중요성 알게됨 유망자격증 이젠 귀농의 필수 자격증,1
이건 뭐 환경오염수준 쓰레기 큐브,-1
천미터급 세계적 고봉들이 즐비한 히말라야 산맥들과 연결되어 있는 티벳고원 거기에서 중국 동쪽의 해안가까지는 완만한 지대가 아니라 거의 폭포같이 급격한 경사를 가짐 치수는 언제나 문제이고 공업지대는,0
태백시 환경오염물질배출사업장 지도 점검 결과 공개,0
코로나로 인간 존나 죽으면 환경오염 멈춰져서 지구온난화와 해수면 상승을 저지할 수 있는 거 아님 아닌거 아니까 말걸지마,-1
환경오염 얘기를 하다가 노하신 게 아닐까요,0
닭은 맛잇고 가장 환경오염이 덜한 고기랬어,1
우리가 스타벅스 종이 빨대 쓰는 것보다 비트코인 채굴로 인해 환경오염이 더 심해질 거 같음,-1
앞이나 공공장소라던가 허락 받지 못하는 곳에서 피워서 그렇다구요 흡연은 나쁘다는 생각을 하지만 음주를 하는 시점에서 흡연을 극단적으로 반대하지 않지만 물론 흡연실 간다면 그럼 둘러보,-1
사단 낸 아들에 그 아비 장단맞추느라 궁가득한 지전들 보며 문득 환경오염 걱정하는 사람,0
그럼 자연이랑 하나되는 이걸 하자니 뭐라 정의해야 할지도 모르겠다 심각한 환경오염 파괴 지구온난화 이런걸 생각하면 맞긴 맞는데 이건 본론을 너무 벗어나는 느낌,0
